Data,Regiao,Tipo de Problema,Severidade,Resolvido,Acidentes Estimados,Investimento Estimado (R$ Milhoes),Mes
2025-09-11,Vicente Pires,Falta de sinalizacao,Alta,False,8,62,2025-09
2025-09-11,Sol Nascente,Problemas de drenagem,Alta,True,5,94,2025-09
2025-09-11,Asa Norte,Calcadas esburacadas,Media,True,5,39,2025-09
2025-09-11,Asa Norte,Problemas de drenagem,Baixa,False,0,91,2025-09
2025-09-11,Asa Norte,Problemas de drenagem,Baixa,False,0,102,2025-09
2025-09-11,Sao Sebastiao,Calcadas esburacadas,Baixa,True,2,45,2025-09
2025-09-11,Asa Norte,Acumulo de lixo em pracas,Media,True,3,27,2025-09
2025-09-11,Sol Nascente,Calcadas esburacadas,Baixa,False,1,41,2025-09
2025-09-11,Vicente Pires,Calcadas esburacadas,Media,False,5,31,2025-09
2025-09-12,Sol Nascente,Falta de sinalizacao,Baixa,True,1,64,2025-09
2025-09-12,Sao Sebastiao,Problemas de drenagem,Alta,False,11,108,2025-09
2025-09-12,Asa Sul,Buracos nas vias,Media,True,2,46,2025-09
2025-09-12,Jardim Botanico,Problemas de drenagem,Baixa,True,1,102,2025-09
2025-09-12,Vicente Pires,Falta de acessibilidade,Media,False,4,74,2025-09
2025-09-13,Vicente Pires,Buracos nas vias,Media,False,2,45,2025-09
2025-09-13,Sao Sebastiao,Problemas de drenagem,Baixa,True,2,98,2025-09
2025-09-13,Sol Nascente,Falta de iluminacao,Media,False,5,291,2025-09
2025-09-13,Asa Norte,Falta de acessibilidade,Alta,False,7,81,2025-09
2025-09-13,Asa Sul,Falta de sinalizacao,Media,True,5,68,2025-09
2025-09-13,Aguas Claras,Calcadas esburacadas,Alta,True,11,39,2025-09
2025-09-13,Jardim Botanico,Calcadas esburacadas,Alta,False,9,49,2025-09
2025-09-14,Asa Sul,Calcadas esburacadas,Media,False,2,47,2025-09
2025-09-14,Jardim Botanico,Calcadas esburacadas,Baixa,False,2,40,2025-09
2025-09-14,Asa Sul,Buracos nas vias,Media,True,5,44,2025-09
2025-09-14,Asa Sul,Buracos nas vias,Baixa,False,2,57,2025-09
2025-09-14,Jardim Botanico,Calcadas esburacadas,Alta,False,11,47,2025-09
2025-09-14,Asa Norte,Problemas de drenagem,Alta,True,5,91,2025-09
2025-09-14,Sao Sebastiao,Calcadas esburacadas,Alta,False,11,40,2025-09
2025-09-14,Aguas Claras,Buracos nas vias,Media,False,3,53,2025-09
2025-09-14,Aguas Claras,Falta de sinalizacao,Media,False,3,57,2025-09
2025-09-15,Sao Sebastiao,Falta de acessibilidade,Alta,True,11,70,2025-09
2025-09-15,Vicente Pires,Buracos nas vias,Alta,False,7,46,2025-09
2025-09-15,Aguas Claras,Buracos nas vias,Media,False,3,47,2025-09
2025-09-15,Asa Norte,Problemas de drenagem,Media,True,4,105,2025-09
2025-09-15,Sol Nascente,Buracos nas vias,Media,False,3,58,2025-09
2025-09-15,Asa Sul,Buracos nas vias,Media,True,4,43,2025-09
2025-09-15,Asa Norte,Falta de acessibilidade,Alta,False,6,71,2025-09
2025-09-16,Asa Norte,Falta de iluminacao,Media,False,2,300,2025-09
2025-09-16,Aguas Claras,Calcadas esburacadas,Media,False,4,33,2025-09
2025-09-16,Jardim Botanico,Calcadas esburacadas,Alta,True,7,37,2025-09
2025-09-16,Jardim Botanico,Calcadas esburacadas,Baixa,False,2,35,2025-09
2025-09-16,Asa Norte,Buracos nas vias,Media,True,4,49,2025-09
2025-09-16,Asa Norte,Falta de acessibilidade,Media,False,4,71,2025-09
2025-09-16,Asa Sul,Problemas de drenagem,Baixa,True,1,94,2025-09
2025-09-17,Sao Sebastiao,Calcadas esburacadas,Baixa,True,2,42,2025-09
2025-09-17,Vicente Pires,Buracos nas vias,Alta,True,11,49,2025-09
2025-09-17,Asa Norte,Acumulo de lixo em pracas,Media,True,3,34,2025-09
2025-09-17,Vicente Pires,Falta de iluminacao,Baixa,False,1,295,2025-09
2025-09-17,Sao Sebastiao,Buracos nas vias,Alta,True,5,52,2025-09
2025-09-17,Sao Sebastiao,Calcadas esburacadas,Alta,False,6,42,2025-09
2025-09-18,Asa Norte,Buracos nas vias,Baixa,True,2,48,2025-09
2025-09-18,Sol Nascente,Buracos nas vias,Media,False,2,57,2025-09
2025-09-19,Asa Sul,Falta de iluminacao,Alta,True,6,309,2025-09
2025-09-19,Sol Nascente,Buracos nas vias,Alta,False,5,47,2025-09
2025-09-19,Asa Norte,Falta de iluminacao,Media,True,3,292,2025-09
2025-09-19,Vicente Pires,Buracos nas vias,Baixa,False,1,47,2025-09
2025-09-19,Vicente Pires,Buracos nas vias,Media,False,5,59,2025-09
2025-09-19,Sao Sebastiao,Buracos nas vias,Alta,False,7,52,2025-09
2025-09-19,Sao Sebastiao,Problemas de drenagem,Alta,True,9,99,2025-09
2025-09-19,Sol Nascente,Buracos nas vias,Baixa,False,2,49,2025-09
2025-09-19,Vicente Pires,Problemas de drenagem,Alta,False,8,109,2025-09
2025-09-19,Jardim Botanico,Falta de iluminacao,Alta,True,6,305,2025-09
2025-09-20,Aguas Claras,Problemas de drenagem,Media,False,5,97,2025-09
2025-09-20,Jardim Botanico,Falta de acessibilidade,Baixa,False,0,70,2025-09
2025-09-20,Sao Sebastiao,Falta de acessibilidade,Alta,False,6,79,2025-09
2025-09-20,Sao Sebastiao,Calcadas esburacadas,Alta,True,9,42,2025-09
2025-09-20,Sol Nascente,Falta de iluminacao,Media,False,2,295,2025-09
2025-09-20,Asa Norte,Buracos nas vias,Baixa,True,1,59,2025-09
2025-09-20,Aguas Claras,Falta de acessibilidade,Media,False,5,79,2025-09
2025-09-20,Asa Norte,Buracos nas vias,Baixa,True,1,40,2025-09
2025-09-20,Sao Sebastiao,Falta de acessibilidade,Media,False,5,70,2025-09
2025-09-21,Aguas Claras,Falta de iluminacao,Baixa,False,0,303,2025-09
2025-09-21,Asa Norte,Falta de sinalizacao,Media,False,3,61,2025-09
2025-09-21,Sol Nascente,Acumulo de lixo em pracas,Alta,True,5,24,2025-09
2025-09-21,Asa Sul,Acumulo de lixo em pracas,Baixa,False,1,25,2025-09
2025-09-21,Asa Norte,Falta de iluminacao,Baixa,True,0,307,2025-09
2025-09-21,Aguas Claras,Calcadas esburacadas,Alta,False,9,44,2025-09
2025-09-21,Jardim Botanico,Calcadas esburacadas,Alta,True,11,44,2025-09
2025-09-21,Sao Sebastiao,Calcadas esburacadas,Media,True,4,41,2025-09
2025-09-22,Vicente Pires,Buracos nas vias,Media,True,3,42,2025-09
2025-09-22,Vicente Pires,Buracos nas vias,Media,True,2,53,2025-09
2025-09-22,Vicente Pires,Falta de acessibilidade,Baixa,True,1,71,2025-09
2025-09-22,Asa Norte,Buracos nas vias,Media,False,2,41,2025-09
2025-09-22,Aguas Claras,Falta de iluminacao,Media,True,2,296,2025-09
2025-09-22,Aguas Claras,Falta de iluminacao,Baixa,False,0,305,2025-09
2025-09-22,Aguas Claras,Calcadas esburacadas,Alta,False,10,35,2025-09
2025-09-22,Jardim Botanico,Buracos nas vias,Media,True,4,46,2025-09
2025-09-23,Asa Sul,Problemas de drenagem,Baixa,True,0,103,2025-09
2025-09-23,Sao Sebastiao,Falta de iluminacao,Baixa,True,1,306,2025-09
2025-09-23,Aguas Claras,Buracos nas vias,Alta,True,7,59,2025-09
2025-09-23,Vicente Pires,Buracos nas vias,Alta,True,11,56,2025-09
2025-09-23,Jardim Botanico,Buracos nas vias,Alta,True,9,55,2025-09
2025-09-23,Sao Sebastiao,Falta de iluminacao,Baixa,True,2,290,2025-09
2025-09-23,Jardim Botanico,Buracos nas vias,Alta,True,5,47,2025-09
2025-09-24,Asa Sul,Buracos nas vias,Alta,False,5,46,2025-09
2025-09-24,Asa Sul,Calcadas esburacadas,Media,False,3,44,2025-09
2025-09-24,Jardim Botanico,Calcadas esburacadas,Baixa,True,2,43,2025-09
2025-09-24,Jardim Botanico,Falta de acessibilidade,Media,False,2,87,2025-09
2025-09-24,Sol Nascente,Problemas de drenagem,Baixa,False,2,104,2025-09
2025-09-24,Vicente Pires,Calcadas esburacadas,Baixa,False,2,47,2025-09
2025-09-24,Jardim Botanico,Falta de sinalizacao,Media,False,2,56,2025-09
2025-09-25,Sol Nascente,Problemas de drenagem,Baixa,True,2,99,2025-09
2025-09-25,Asa Norte,Calcadas esburacadas,Media,False,3,35,2025-09
2025-09-25,Sao Sebastiao,Buracos nas vias,Media,False,4,40,2025-09
2025-09-25,Sao Sebastiao,Falta de iluminacao,Media,False,2,301,2025-09
2025-09-25,Asa Sul,Falta de iluminacao,Alta,True,8,293,2025-09
2025-09-25,Asa Norte,Falta de iluminacao,Alta,True,8,297,2025-09
2025-09-25,Jardim Botanico,Problemas de drenagem,Media,False,5,91,2025-09
2025-09-26,Sao Sebastiao,Buracos nas vias,Baixa,False,1,53,2025-09
2025-09-26,Asa Sul,Calcadas esburacadas,Media,False,4,36,2025-09
2025-09-26,Sol Nascente,Falta de acessibilidade,Media,True,2,77,2025-09
2025-09-26,Asa Norte,Falta de iluminacao,Baixa,False,2,303,2025-09
2025-09-26,Asa Norte,Buracos nas vias,Media,False,4,53,2025-09
2025-09-27,Asa Norte,Calcadas esburacadas,Alta,False,5,37,2025-09
2025-09-27,Vicente Pires,Buracos nas vias,Media,True,5,45,2025-09
2025-09-27,Sao Sebastiao,Problemas de drenagem,Baixa,True,2,95,2025-09
2025-09-28,Aguas Claras,Buracos nas vias,Media,True,5,50,2025-09
2025-09-28,Asa Norte,Buracos nas vias,Alta,True,11,54,2025-09
2025-09-28,Asa Sul,Falta de sinalizacao,Media,False,5,57,2025-09
2025-09-28,Asa Sul,Buracos nas vias,Baixa,True,2,42,2025-09
2025-09-28,Sao Sebastiao,Falta de iluminacao,Media,False,2,297,2025-09
2025-09-28,Asa Norte,Buracos nas vias,Baixa,True,0,44,2025-09
2025-09-28,Vicente Pires,Calcadas esburacadas,Media,False,3,49,2025-09
2025-09-28,Vicente Pires,Buracos nas vias,Baixa,False,2,58,2025-09
2025-09-29,Asa Sul,Buracos nas vias,Alta,True,6,45,2025-09
2025-09-29,Asa Norte,Falta de sinalizacao,Alta,True,7,62,2025-09
2025-09-29,Asa Norte,Buracos nas vias,Media,False,4,52,2025-09
2025-09-29,Jardim Botanico,Acumulo de lixo em pracas,Media,False,2,32,2025-09
2025-09-29,Asa Sul,Falta de iluminacao,Baixa,True,2,300,2025-09
2025-09-29,Asa Sul,Buracos nas vias,Media,True,2,41,2025-09
2025-09-29,Asa Sul,Falta de iluminacao,Media,True,3,306,2025-09
2025-09-29,Sao Sebastiao,Falta de iluminacao,Baixa,False,0,300,2025-09
2025-09-29,Aguas Claras,Acumulo de lixo em pracas,Alta,False,10,28,2025-09
2025-09-29,Jardim Botanico,Calcadas esburacadas,Alta,False,7,44,2025-09
2025-09-29,Sol Nascente,Problemas de drenagem,Media,False,4,98,2025-09
2025-09-30,Aguas Claras,Buracos nas vias,Media,False,2,56,2025-09
2025-09-30,Vicente Pires,Falta de acessibilidade,Baixa,True,2,73,2025-09
2025-09-30,Sol Nascente,Falta de iluminacao,Media,True,3,305,2025-09
2025-09-30,Asa Norte,Falta de sinalizacao,Media,True,5,56,2025-09
2025-09-30,Vicente Pires,Calcadas esburacadas,Baixa,False,1,39,2025-09
2025-09-30,Jardim Botanico,Buracos nas vias,Baixa,True,0,42,2025-09
2025-10-01,Sol Nascente,Calcadas esburacadas,Alta,True,7,36,2025-10
2025-10-01,Asa Norte,Problemas de drenagem,Alta,False,5,98,2025-10
2025-10-01,Vicente Pires,Falta de acessibilidade,Baixa,False,1,72,2025-10
2025-10-01,Jardim Botanico,Problemas de drenagem,Media,False,3,101,2025-10
2025-10-01,Aguas Claras,Calcadas esburacadas,Alta,False,8,37,2025-10
2025-10-01,Vicente Pires,Falta de sinalizacao,Baixa,False,2,68,2025-10
2025-10-01,Asa Sul,Calcadas esburacadas,Alta,False,7,45,2025-10
2025-10-01,Aguas Claras,Problemas de drenagem,Media,True,4,98,2025-10
2025-10-02,Asa Sul,Calcadas esburacadas,Media,True,5,50,2025-10
2025-10-02,Asa Sul,Problemas de drenagem,Baixa,False,2,109,2025-10
2025-10-02,Aguas Claras,Calcadas esburacadas,Baixa,True,1,46,2025-10
2025-10-02,Asa Sul,Problemas de drenagem,Alta,True,11,93,2025-10
2025-10-02,Vicente Pires,Falta de iluminacao,Media,True,5,300,2025-10
2025-10-03,Sol Nascente,Falta de iluminacao,Media,True,2,307,2025-10
2025-10-03,Jardim Botanico,Acumulo de lixo em pracas,Baixa,False,0,38,2025-10
2025-10-03,Sao Sebastiao,Buracos nas vias,Baixa,False,1,49,2025-10
2025-10-03,Vicente Pires,Falta de acessibilidade,Baixa,True,0,73,2025-10
2025-10-03,Vicente Pires,Problemas de drenagem,Alta,False,7,90,2025-10
2025-10-04,Asa Norte,Falta de sinalizacao,Alta,False,7,62,2025-10
2025-10-04,Vicente Pires,Problemas de drenagem,Media,True,3,103,2025-10
2025-10-04,Asa Norte,Buracos nas vias,Media,False,4,55,2025-10
2025-10-04,Asa Sul,Buracos nas vias,Baixa,True,0,43,2025-10
2025-10-04,Sao Sebastiao,Buracos nas vias,Baixa,False,0,45,2025-10
2025-10-05,Asa Sul,Calcadas esburacadas,Media,False,3,46,2025-10
2025-10-05,Sol Nascente,Problemas de drenagem,Baixa,False,1,100,2025-10
2025-10-05,Asa Sul,Falta de sinalizacao,Media,True,4,52,2025-10
2025-10-05,Vicente Pires,Problemas de drenagem,Baixa,False,1,97,2025-10
2025-10-05,Asa Sul,Buracos nas vias,Media,True,4,44,2025-10
2025-10-05,Asa Norte,Buracos nas vias,Media,True,2,41,2025-10
2025-10-06,Asa Sul,Problemas de drenagem,Alta,False,5,92,2025-10
2025-10-06,Vicente Pires,Buracos nas vias,Media,True,2,40,2025-10
2025-10-06,Asa Sul,Buracos nas vias,Baixa,False,2,54,2025-10
2025-10-06,Sol Nascente,Buracos nas vias,Media,False,4,51,2025-10
2025-10-06,Sao Sebastiao,Calcadas esburacadas,Media,False,5,35,2025-10
2025-10-06,Asa Norte,Problemas de drenagem,Media,True,2,99,2025-10
2025-10-06,Asa Sul,Buracos nas vias,Baixa,True,0,48,2025-10
2025-10-06,Asa Norte,Problemas de drenagem,Alta,True,8,105,2025-10
2025-10-06,Sao Sebastiao,Calcadas esburacadas,Alta,False,6,37,2025-10
2025-10-06,Aguas Claras,Falta de iluminacao,Baixa,True,2,291,2025-10
2025-10-07,Asa Norte,Buracos nas vias,Media,True,4,59,2025-10
2025-10-07,Vicente Pires,Falta de acessibilidade,Media,False,5,89,2025-10
2025-10-07,Aguas Claras,Buracos nas vias,Media,True,5,43,2025-10
2025-10-07,Asa Sul,Buracos nas vias,Baixa,True,0,41,2025-10
2025-10-07,Asa Norte,Buracos nas vias,Media,False,2,45,2025-10
2025-10-07,Asa Norte,Acumulo de lixo em pracas,Alta,True,9,38,2025-10
2025-10-07,Jardim Botanico,Falta de acessibilidade,Media,False,2,71,2025-10
2025-10-07,Jardim Botanico,Buracos nas vias,Alta,False,7,49,2025-10
2025-10-07,Asa Norte,Acumulo de lixo em pracas,Baixa,True,1,20,2025-10
2025-10-08,Asa Sul,Falta de iluminacao,Media,False,4,291,2025-10
2025-10-08,Vicente Pires,Problemas de drenagem,Media,True,2,90,2025-10
2025-10-08,Sao Sebastiao,Calcadas esburacadas,Alta,True,11,38,2025-10
2025-10-08,Sao Sebastiao,Falta de iluminacao,Baixa,False,0,305,2025-10
2025-10-09,Vicente Pires,Buracos nas vias,Media,True,3,59,2025-10
2025-10-09,Sao Sebastiao,Calcadas esburacadas,Media,False,4,31,2025-10
2025-10-09,Asa Norte,Buracos nas vias,Baixa,False,2,47,2025-10
2025-10-09,Jardim Botanico,Calcadas esburacadas,Media,True,2,37,2025-10
2025-10-09,Aguas Claras,Buracos nas vias,Alta,False,5,41,2025-10
2025-10-09,Asa Sul,Problemas de drenagem,Media,False,5,94,2025-10
2025-10-09,Jardim Botanico,Falta de iluminacao,Media,False,4,301,2025-10
2025-10-09,Jardim Botanico,Buracos nas vias,Media,False,2,59,2025-10
2025-10-09,Asa Sul,Buracos nas vias,Alta,True,6,55,2025-10
2025-10-09,Aguas Claras,Buracos nas vias,Baixa,False,0,43,2025-10
2025-10-09,Jardim Botanico,Buracos nas vias,Baixa,False,2,55,2025-10
2025-10-09,Vicente Pires,Buracos nas vias,Alta,False,9,46,2025-10
2025-10-10,Sol Nascente,Falta de iluminacao,Media,False,2,290,2025-10
2025-10-10,Asa Norte,Calcadas esburacadas,Baixa,True,0,37,2025-10
2025-10-10,Asa Norte,Problemas de drenagem,Baixa,False,1,108,2025-10
2025-10-10,Jardim Botanico,Problemas de drenagem,Media,False,5,107,2025-10
2025-10-10,Asa Sul,Falta de acessibilidade,Alta,False,5,73,2025-10
2025-10-11,Sol Nascente,Calcadas esburacadas,Alta,True,9,40,2025-10
2025-10-11,Vicente Pires,Problemas de drenagem,Baixa,True,2,97,2025-10
2025-10-11,Vicente Pires,Falta de iluminacao,Media,True,2,307,2025-10
2025-10-11,Sol Nascente,Acumulo de lixo em pracas,Baixa,False,0,23,2025-10
2025-10-11,Aguas Claras,Problemas de drenagem,Alta,False,10,92,2025-10
2025-10-11,Aguas Claras,Acumulo de lixo em pracas,Baixa,False,1,31,2025-10
2025-10-11,Vicente Pires,Falta de iluminacao,Alta,True,11,303,2025-10
2025-10-11,Asa Norte,Problemas de drenagem,Media,False,4,105,2025-10
2025-10-11,Sao Sebastiao,Buracos nas vias,Media,True,4,48,2025-10
2025-10-11,Asa Norte,Problemas de drenagem,Alta,False,5,104,2025-10
2025-10-11,Asa Norte,Buracos nas vias,Media,False,3,58,2025-10
2025-10-12,Asa Norte,Problemas de drenagem,Media,False,5,108,2025-10
2025-10-12,Vicente Pires,Problemas de drenagem,Baixa,False,2,91,2025-10
2025-10-12,Sao Sebastiao,Calcadas esburacadas,Alta,True,5,40,2025-10
2025-10-12,Vicente Pires,Falta de acessibilidade,Alta,False,10,72,2025-10
2025-10-12,Sao Sebastiao,Buracos nas vias,Media,False,5,55,2025-10
2025-10-12,Aguas Claras,Calcadas esburacadas,Baixa,True,1,45,2025-10
2025-10-13,Vicente Pires,Buracos nas vias,Baixa,True,0,50,2025-10
2025-10-13,Vicente Pires,Buracos nas vias,Baixa,True,2,50,2025-10
2025-10-13,Asa Sul,Falta de sinalizacao,Media,True,3,53,2025-10
2025-10-13,Vicente Pires,Falta de sinalizacao,Baixa,True,0,52,2025-10
2025-10-14,Asa Sul,Buracos nas vias,Media,True,2,45,2025-10
2025-10-14,Jardim Botanico,Buracos nas vias,Media,True,2,58,2025-10
2025-10-14,Sao Sebastiao,Buracos nas vias,Baixa,True,0,46,2025-10
2025-10-14,Vicente Pires,Calcadas esburacadas,Baixa,False,0,37,2025-10
2025-10-14,Asa Sul,Falta de iluminacao,Baixa,False,1,296,2025-10
2025-10-14,Aguas Claras,Problemas de drenagem,Alta,False,5,108,2025-10
2025-10-14,Aguas Claras,Buracos nas vias,Alta,False,6,49,2025-10
2025-10-15,Aguas Claras,Problemas de drenagem,Media,True,2,108,2025-10
2025-10-15,Asa Sul,Buracos nas vias,Media,False,5,51,2025-10
2025-10-15,Asa Sul,Falta de acessibilidade,Media,False,5,85,2025-10
2025-10-15,Vicente Pires,Falta de sinalizacao,Baixa,False,0,60,2025-10
2025-10-15,Asa Norte,Buracos nas vias,Media,False,4,55,2025-10
2025-10-15,Vicente Pires,Acumulo de lixo em pracas,Baixa,True,2,31,2025-10
2025-10-15,Sao Sebastiao,Calcadas esburacadas,Media,True,3,38,2025-10
2025-10-16,Vicente Pires,Problemas de drenagem,Media,False,3,100,2025-10
2025-10-16,Aguas Claras,Problemas de drenagem,Media,True,4,106,2025-10
2025-10-16,Asa Norte,Calcadas esburacadas,Media,True,2,38,2025-10
2025-10-16,Aguas Claras,Falta de iluminacao,Baixa,False,2,292,2025-10
2025-10-16,Jardim Botanico,Calcadas esburacadas,Media,False,3,40,2025-10
2025-10-16,Asa Norte,Calcadas esburacadas,Media,False,3,49,2025-10
2025-10-16,Asa Sul,Buracos nas vias,Baixa,True,0,47,2025-10
2025-10-16,Sao Sebastiao,Buracos nas vias,Media,False,2,45,2025-10
2025-10-16,Sao Sebastiao,Buracos nas vias,Media,True,3,41,2025-10
2025-10-17,Asa Norte,Problemas de drenagem,Media,False,5,100,2025-10
2025-10-17,Asa Sul,Falta de iluminacao,Media,True,5,302,2025-10
2025-10-17,Jardim Botanico,Calcadas esburacadas,Alta,True,5,39,2025-10
2025-10-17,Asa Sul,Falta de acessibilidade,Alta,True,9,84,2025-10
2025-10-17,Asa Sul,Buracos nas vias,Alta,True,6,58,2025-10
2025-10-17,Asa Sul,Problemas de drenagem,Baixa,False,0,95,2025-10
2025-10-18,Jardim Botanico,Acumulo de lixo em pracas,Media,True,3,36,2025-10
2025-10-18,Aguas Claras,Calcadas esburacadas,Media,False,5,40,2025-10
2025-10-18,Asa Sul,Calcadas esburacadas,Alta,False,9,45,2025-10
2025-10-18,Aguas Claras,Calcadas esburacadas,Media,False,2,39,2025-10
2025-10-18,Sol Nascente,Falta de iluminacao,Media,True,2,292,2025-10
2025-10-18,Jardim Botanico,Buracos nas vias,Baixa,False,0,57,2025-10
2025-10-18,Vicente Pires,Falta de acessibilidade,Media,True,4,71,2025-10
2025-10-19,Jardim Botanico,Buracos nas vias,Alta,False,5,43,2025-10
2025-10-19,Asa Sul,Buracos nas vias,Media,True,2,47,2025-10
2025-10-19,Jardim Botanico,Acumulo de lixo em pracas,Alta,True,7,24,2025-10
2025-10-19,Vicente Pires,Falta de sinalizacao,Baixa,False,1,60,2025-10
2025-10-19,Sol Nascente,Buracos nas vias,Baixa,True,2,50,2025-10
2025-10-19,Asa Norte,Calcadas esburacadas,Alta,False,7,49,2025-10
2025-10-19,Sol Nascente,Problemas de drenagem,Media,False,5,91,2025-10
2025-10-19,Vicente Pires,Falta de sinalizacao,Alta,True,10,58,2025-10
2025-10-19,Vicente Pires,Buracos nas vias,Media,False,2,40,2025-10
2025-10-20,Asa Sul,Calcadas esburacadas,Alta,False,7,34,2025-10
2025-10-20,Vicente Pires,Falta de iluminacao,Media,False,5,300,2025-10
2025-10-20,Asa Norte,Problemas de drenagem,Baixa,False,2,93,2025-10
2025-10-20,Asa Norte,Problemas de drenagem,Media,False,3,95,2025-10
2025-10-20,Asa Sul,Falta de iluminacao,Media,True,5,308,2025-10
2025-10-20,Sol Nascente,Falta de iluminacao,Media,False,5,301,2025-10
2025-10-20,Asa Norte,Buracos nas vias,Media,False,3,49,2025-10
2025-10-20,Vicente Pires,Falta de sinalizacao,Alta,False,10,62,2025-10
2025-10-20,Asa Sul,Falta de iluminacao,Media,False,5,309,2025-10
2025-10-20,Sol Nascente,Buracos nas vias,Baixa,False,2,49,2025-10
2025-10-20,Asa Sul,Buracos nas vias,Baixa,False,0,50,2025-10
2025-10-20,Asa Norte,Falta de sinalizacao,Alta,False,7,60,2025-10
2025-10-20,Vicente Pires,Calcadas esburacadas,Media,False,5,39,2025-10
2025-10-20,Sol Nascente,Falta de sinalizacao,Baixa,False,2,58,2025-10
2025-10-21,Asa Sul,Falta de acessibilidade,Media,True,4,80,2025-10
2025-10-21,Sao Sebastiao,Buracos nas vias,Media,False,2,54,2025-10
2025-10-21,Vicente Pires,Calcadas esburacadas,Baixa,False,0,42,2025-10
2025-10-21,Vicente Pires,Falta de iluminacao,Alta,False,7,304,2025-10
2025-10-21,Sol Nascente,Buracos nas vias,Baixa,True,2,44,2025-10
2025-10-21,Aguas Claras,Buracos nas vias,Alta,False,10,54,2025-10
2025-10-21,Sol Nascente,Falta de iluminacao,Alta,False,9,298,2025-10
2025-10-21,Sao Sebastiao,Acumulo de lixo em pracas,Baixa,False,1,37,2025-10
2025-10-21,Sao Sebastiao,Calcadas esburacadas,Alta,True,7,34,2025-10
2025-10-21,Sao Sebastiao,Calcadas esburacadas,Media,True,2,40,2025-10
2025-10-22,Jardim Botanico,Buracos nas vias,Baixa,True,1,59,2025-10
2025-10-22,Asa Norte,Falta de iluminacao,Media,False,4,292,2025-10
2025-10-22,Sao Sebastiao,Buracos nas vias,Alta,False,7,49,2025-10
2025-10-22,Jardim Botanico,Buracos nas vias,Baixa,True,0,40,2025-10
2025-10-22,Jardim Botanico,Buracos nas vias,Baixa,False,0,42,2025-10
2025-10-22,Jardim Botanico,Falta de sinalizacao,Baixa,False,0,52,2025-10
2025-10-22,Sol Nascente,Calcadas esburacadas,Media,False,4,49,2025-10
2025-10-22,Sol Nascente,Calcadas esburacadas,Baixa,True,1,40,2025-10
2025-10-22,Sol Nascente,Buracos nas vias,Media,False,4,41,2025-10
2025-10-22,Asa Norte,Falta de iluminacao,Media,False,3,305,2025-10
2025-10-23,Asa Sul,Calcadas esburacadas,Media,True,3,42,2025-10
2025-10-23,Asa Norte,Falta de iluminacao,Alta,False,11,302,2025-10
2025-10-23,Sao Sebastiao,Falta de sinalizacao,Alta,True,10,64,2025-10
2025-10-23,Asa Sul,Buracos nas vias,Baixa,False,1,54,2025-10
2025-10-23,Asa Norte,Buracos nas vias,Alta,True,11,43,2025-10
2025-10-23,Asa Sul,Buracos nas vias,Media,False,5,43,2025-10
2025-10-23,Asa Sul,Problemas de drenagem,Media,False,5,104,2025-10
2025-10-23,Jardim Botanico,Buracos nas vias,Baixa,False,0,58,2025-10
2025-10-23,Asa Sul,Buracos nas vias,Alta,False,6,46,2025-10
2025-10-23,Jardim Botanico,Falta de iluminacao,Baixa,False,2,306,2025-10
2025-10-23,Asa Norte,Buracos nas vias,Alta,False,6,43,2025-10
2025-10-23,Asa Norte,Calcadas esburacadas,Media,False,5,37,2025-10
2025-10-23,Jardim Botanico,Falta de acessibilidade,Alta,True,10,74,2025-10
2025-10-24,Asa Norte,Problemas de drenagem,Media,False,3,103,2025-10
2025-10-24,Sol Nascente,Buracos nas vias,Alta,True,6,52,2025-10
2025-10-24,Vicente Pires,Problemas de drenagem,Alta,True,9,100,2025-10
2025-10-24,Aguas Claras,Buracos nas vias,Alta,False,5,49,2025-10
2025-10-24,Asa Sul,Buracos nas vias,Baixa,False,2,49,2025-10
2025-10-24,Vicente Pires,Falta de iluminacao,Media,True,5,308,2025-10
2025-10-25,Asa Sul,Calcadas esburacadas,Baixa,True,2,37,2025-10
2025-10-25,Sol Nascente,Calcadas esburacadas,Media,False,3,41,2025-10
2025-10-25,Vicente Pires,Buracos nas vias,Baixa,True,0,54,2025-10
2025-10-25,Vicente Pires,Falta de sinalizacao,Baixa,False,1,62,2025-10
2025-10-25,Jardim Botanico,Falta de iluminacao,Alta,True,6,296,2025-10
2025-10-25,Sao Sebastiao,Falta de iluminacao,Baixa,False,0,303,2025-10
2025-10-25,Asa Norte,Falta de iluminacao,Media,False,3,297,2025-10
2025-10-25,Sao Sebastiao,Buracos nas vias,Alta,False,6,46,2025-10
2025-10-25,Vicente Pires,Calcadas esburacadas,Alta,True,7,45,2025-10
2025-10-25,Vicente Pires,Calcadas esburacadas,Alta,False,9,36,2025-10
2025-10-25,Aguas Claras,Buracos nas vias,Alta,False,7,40,2025-10
2025-10-25,Sao Sebastiao,Buracos nas vias,Media,False,3,56,2025-10
2025-10-25,Asa Norte,Problemas de drenagem,Media,False,2,98,2025-10
2025-10-25,Vicente Pires,Problemas de drenagem,Alta,False,9,103,2025-10
2025-10-25,Asa Norte,Calcadas esburacadas,Media,True,2,42,2025-10
2025-10-26,Vicente Pires,Problemas de drenagem,Media,False,4,96,2025-10
2025-10-26,Sao Sebastiao,Calcadas esburacadas,Media,True,2,39,2025-10
2025-10-26,Asa Sul,Falta de iluminacao,Baixa,False,2,298,2025-10
